,Buyer,Listing,priceInWei,Seller,Block Sold,BRS,Collateral,XP,Aavegotchi ID,Kinship,MRS,Name,Staked Amount,NRG,AGG,SPK,BRN,EYS,EYC,Body,Face,Eyes,Head,Left Hand,Right Hand,Pet,Background,Naked,Body Item,Face Item,Eyes Item,Head Item,Left Hand Item,Right Hand Item,Pet Item,Background Item
582,0x976e254b387675ddd1b8cf4d6ca2492ba203ed91,59555,2999000000000000000000,0xa15edb7f2c085f6743fc0586116c6f7d10c08251,1617273657,545,maLINK,755,1454,56,653,MANHATTAN,4010000000000000000,94,11,88,101,1,70,31,55,159,30,99,32,154,0,False,Jordan Suit,Aagent Headset,Lil Pump Shades,Jordan Hair,Parasol,Aave Flag,Legendary Rofl,NaN
583,0xd527f891aff7e277b9b8ccc2d9509b924f42f2e2,59553,398000000000000000000,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,1617273365,488,maTUSD,140,8883,118,506,schott,25081481852825641382,83,20,97,17,72,30,37,0,36,139,148,0,151,0,False,ETH Tshirt,NaN,ETH Logo Glasses,Snapshot Cap,Royal Scepter,NaN,Common Rofl,NaN
584,0x34ec9c1d89ce8afa701d079fd908fca95f49667a,21917,399000000000000000000,0x7a97484f57d98a62b0195d79b9600624744de59c,1617269421,451,maUSDT,815,5136,175,451,DEGENZ,25000000,100,64,28,53,19,77,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,0x82131e86d080312e13605aada6538a94df5b41a5,59487,1799000000000000000000,0x976e254b387675ddd1b8cf4d6ca2492ba203ed91,1617263101,537,maWETH,505,7066,234,569,REALM GOD,68634179821551100,85,89,98,90,97,27,125,0,66,94,96,158,0,0,False,Track Suit,NaN,Wizard Visor,Sweatband,Water bottle,Lil Pump Drank,NaN,NaN
586,0xd0038a99c6c18689fd91b32a011ec306f9ef1382,59440,775000000000000000000,0xc138da0a40280d39b72124dec60033932f895717,1617262352,521,maLINK,70,5747,166,529,the illest,2000000000000000000,99,78,72,7,79,95,78,0,0,77,0,0,0,0,False,Black Jeans,NaN,NaN,Bitcoin Beanie,NaN,NaN,NaN,NaN
587,0xdc9cefa165b341ad29bf3c94b59abfffba900871,59467,600000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1617260267,515,maUSDT,60,6409,31,531,LOOK AT MY EYES,26107498,23,78,4,98,99,63,135,140,0,90,123,141,0,0,False,Polygon Shirt,Elf Ears,NaN,Pajama Hat,Apple Juice,Gemstone Ring,NaN,NaN
588,0x6360ea0e3af36b7b51cf7e4f810370dd5a8cdc0f,58720,470000000000000000000,0x2123e6171de8f2693c326d32129c9c3c6b5ebf63,1617254332,502,maDAI,500,3263,74,502,BOROMIR,0,100,68,84,30,9,85,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,0x7fd93c8cfd654b24ef2c4b5fa36d41bea4cf2f90,59420,379000000000000000000,0x0c3051d802299675120696f5eeadfdf21bf1e3e4,1617253692,0,0x0000000000000000000000000000000000000000,0,1731,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,0xbfcb6a91c12e0e8dba3ade803dfde67f94c8dffe,59422,6500000000000000000000,0x72328e7393e71b51a23d0cc6b8e939bfd5c2c817,1617250738,559,maUNI,830,5934,244,753,TAYLOR SWIFT,6370000000000000000,6,93,98,24,97,97,54,13,49,124,75,70,155,0,False,Llamacorn Shirt,Sergey Beard,Coderdan Shades,Beer Helmet,OKex Sign,Handsaw,Mythical Rofl,NaN
591,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,59355,500000000000000000000,0x19a88cfc0b097e6f9f2bfdd0cc18765e169ca05c,1617240470,514,maYFI,235,9125,232,575,Miami,797702616464575,0,24,1,88,52,96,114,146,117,71,116,119,40,0,False,Red Hawaiian Shirt,Imperial Moustache,Cool shades,Red Santa Hat,Coconut,Baby Bottle,Foxy Tail,NaN
592,0xa54fb799525ac436f8bf3d88b3fa241a4e9e2599,59310,388000000000000000000,0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,1617232638,469,maUSDT,220,2687,138,469,Learn To Code,25000000,59,62,12,14,99,28,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,0xb701b6ad8c04087e5994f3b282c7757924326615,59318,2100000000000000000000,0xc4f1e3020e1b07b66afbbbee30f50383f46d7091,1617229538,541,maTUSD,220,6057,209,578,TUSDAYS WITH MORRIE,100000000000000000000,94,94,91,25,95,12,56,157,36,97,79,100,152,0,False,Aagent Shirt,Lil Pump Goatee,ETH Logo Glasses,Pillbox Hat,Skateboard,Clutch,Uncommon Rofl,NaN
594,0x7c0db93859be23fcb507deb2c603ceeddd6b0cca,58813,600000000000000000000,0x13e46ccd194ca86212236543d2e7376b00bafa42,1617229006,517,maDAI,40,3272,29,527,Mr Dai in your eye,26000000000000000000,96,58,98,86,97,76,135,0,0,131,20,0,0,0,False,Polygon Shirt,NaN,NaN,Dragon Horns,Aave Plush,NaN,NaN,NaN
595,0x25de6ee9bb67dca9654259843682be875ab85b5f,59286,680000000000000000000,0x7cdceb7f8d9fee89b9628f07f0f34a4a28e5e39c,1617227080,514,maAAVE,90,5865,167,524,funguy,100000000000000000,85,74,97,64,89,0,95,0,0,4,69,20,0,0,False,Track Shorts,NaN,NaN,Snow Camo Hat,Pitchfork,Aave Plush,NaN,NaN
596,0x47d6f96ba098816389db7c87cbf077de7181b853,58424,1888000000000000000000,0x780dc341b18d1e6ba11736de6fba58a85c666e83,1617223681,532,maUSDT,795,1852,240,552,PERFECT,101000000,24,5,75,0,6,90,132,0,57,131,0,41,40,0,False,Dragon Wings,NaN,Aagent Shades,Dragon Horns,NaN,Trezor Wallet,Foxy Tail,NaN
597,0x92db5dcbf375fa203c9cb60f095c5800d59f0a3e,59237,650000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1617222849,519,maUSDC,20,6452,151,525,Pepouze,25000000,95,79,87,18,72,0,138,0,66,59,41,41,0,0,False,Snapshot Shirt,NaN,Wizard Visor,Aagent Fedora Hat,Trezor Wallet,Trezor Wallet,NaN,NaN
598,0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9,58848,555000000000000000000,0x82131e86d080312e13605aada6538a94df5b41a5,1617218894,487,maLINK,275,5720,247,513,Sasuke,1010000000000000000,82,79,39,78,83,99,81,140,66,142,141,141,40,0,False,Sushi Coat,Elf Ears,Wizard Visor,Princess Tiara,Gemstone Ring,Gemstone Ring,Foxy Tail,NaN
599,0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9,58816,539000000000000000000,0xd3339c3b15b61cc67dd20fe65122e5dfcd7fa3eb,1617218844,502,maAAVE,270,2123,249,536,SN,90000000000000000,8,76,86,67,80,96,132,146,36,133,58,130,0,0,False,Dragon Wings,Imperial Moustache,ETH Logo Glasses,Pointy Horns,Aagent Pistol,Fireball,NaN,NaN
600,0x7d1368528d8dd105368c91700f1ac30d81628794,59159,2280000000000000000000,0x415817fe2945611ea8d9c698a2d8bec4c5a6b68f,1617217040,538,maTUSD,870,4685,263,639,Pump,100000000000000000000,94,8,25,89,88,3,98,140,159,144,99,99,40,0,False,Day Dress,Elf Ears,Lil Pump Shades,Princess Hair,Parasol,Parasol,Foxy Tail,NaN
601,0x038f77ab71fc40949eea81aa65b471c6a3f1a02d,59166,534990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617216143,516,maDAI,215,8327,131,552,Booh,26000000000000000000,95,84,95,56,97,83,8,18,66,61,89,64,0,0,False,Marine Jacket,Aave Hero Mask,Wizard Visor,Legendary Wizard Hat,Pickaxe,Common Wizard Staff,NaN,NaN
602,0x038f77ab71fc40949eea81aa65b471c6a3f1a02d,59167,528990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617216125,515,maYFI,90,5157,138,543,Gang$ter,797702616464575,94,72,85,95,85,78,135,0,66,133,96,96,0,0,False,Polygon Shirt,NaN,Wizard Visor,Pointy Horns,Water bottle,Water bottle,NaN,NaN
603,0x7fd93c8cfd654b24ef2c4b5fa36d41bea4cf2f90,58847,403990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617215170,493,maLINK,790,5142,190,511,The Chosen One,1010000000000000000,84,100,9,36,70,80,95,140,36,94,130,96,0,0,False,Track Shorts,Elf Ears,ETH Logo Glasses,Sweatband,Fireball,Water bottle,NaN,NaN
604,0x7fd93c8cfd654b24ef2c4b5fa36d41bea4cf2f90,58785,400000000000000000000,0xe81119bcf92fa4e9234690df8ad2f35896988a71,1617214368,469,maUSDT,690,6185,176,469,690XP | Unicly Badge,0,22,56,100,44,98,77,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
605,0x6fd155b9d52f80e8a73a8a2537268602978486e2,59055,474990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617208251,512,maTUSD,790,2392,199,530,weidai,25000000000000000000,82,94,62,1,12,83,56,0,117,77,64,69,151,0,False,Aagent Shirt,NaN,Cool shades,Bitcoin Beanie,Common Wizard Staff,Pitchfork,Common Rofl,NaN
606,0xaf568b4acab91a8119994c69b86648271346796d,59078,450000000000000000000,0x92db5dcbf375fa203c9cb60f095c5800d59f0a3e,1617206719,509,maUSDC,735,3121,166,515,Musk-eteer,26000000,84,95,56,98,71,99,2,0,0,1,3,0,0,0,False,Camo Pants,NaN,NaN,Camo Hat,MK2 Grenade,NaN,NaN,NaN
607,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,58842,475990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617205093,510,maLINK,315,4095,233,530,Jacques-Yves Cousteau,1060000000000000000,68,7,70,3,4,16,22,18,36,21,38,23,151,0,False,Captain Aave Suit,Aave Hero Mask,ETH Logo Glasses,Captain Aave Mask,32 ETH Coin,Captain Aave Shield,Common Rofl,NaN
608,0x6fce63859a859a0f30ed09b12f5010d790618ca4,59030,500000000000000000000,0xe04ae3fda841868a9d9210db3a2f0ebd931aa0a8,1617202736,490,maWETH,340,1014,287,516,Pixie,17158544955387775,5,71,67,86,3,70,81,0,0,80,83,130,0,0,False,Sushi Coat,NaN,NaN,Sushi Bandana,Sushi Knife,Fireball,NaN,NaN
609,0x40cf6bb888ca670e20139b1caa0ba0996f65371c,58856,2799000000000000000000,0x0d567e8bfe01d9a0e8f1f696ba0deeb37f045211,1617201126,545,maYFI,245,987,92,729,Bedtime,3190810465858300,94,20,95,99,88,84,31,55,53,30,32,103,156,0,False,Jordan Suit,Aagent Headset,All-Seeing Eyes,Jordan Hair,Aave Flag,Witchy Wand,Godlike Rofl,NaN
610,0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9,59035,690000000000000000000,0x6cd769409248c17e6fb9a22340db1780ff409b93,1617199044,519,maYFI,275,3053,211,559,Lonzo Ball,878000000000000,67,99,29,83,0,95,143,140,66,142,158,141,40,0,False,Gold Necklace,Elf Ears,Wizard Visor,Princess Tiara,Lil Pump Drank,Gemstone Ring,Foxy Tail,NaN
611,0x896022620ca215a0e5c8510095f194f46c3470db,58916,649000000000000000000,0x3945476e477de76d53b4833a46c806ef3d72b21e,1617196566,520,maAAVE,0,8961,24,530,Baby Aavenger,127518846999948516,98,92,29,87,75,92,22,0,0,21,23,64,0,0,False,Captain Aave Suit,NaN,NaN,Captain Aave Mask,Captain Aave Shield,Common Wizard Staff,NaN,NaN
612,0x778ce18bf7fa460cf30a47011deae8fba17e9495,58997,451000000000000000000,0x7a766f2af737f6712c4dd49f0a9ab35a8f8cab2c,1617194427,505,maUNI,0,7668,54,505,Liquidity,1100000000000000000,86,78,6,98,94,50,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
613,0x1c45cdcd73abc21df7816f97deb0360955f54e33,59012,499000000000000000000,0x976e254b387675ddd1b8cf4d6ca2492ba203ed91,1617192325,518,maDAI,125,2891,144,532,RAREGOTHCI,25000000000000000000,78,17,99,77,87,10,138,18,0,94,20,20,0,0,False,Snapshot Shirt,Aave Hero Mask,NaN,Sweatband,Aave Plush,Aave Plush,NaN,NaN
614,0x94046b4000fefc937f9ae219e2d92bf44a36393e,59005,500000000000000000000,0x5812602b6427e3dae54df18188bd78e428ca9184,1617191481,516,maDAI,215,8327,131,552,Booh,26000000000000000000,95,84,95,56,97,83,8,18,66,61,89,64,0,0,False,Marine Jacket,Aave Hero Mask,Wizard Visor,Legendary Wizard Hat,Pickaxe,Common Wizard Staff,NaN,NaN
615,0xedd22868069809f10ced07bf57d833488c3f6ed9,58797,1050000000000000000000,0x06ba28eca19b5b36087adc190e191cda679d3a39,1617191441,523,maTUSD,120,8632,164,561,Sleepy Gary,25000000000000000000,81,8,10,82,10,14,91,140,66,136,93,92,0,0,False,Pajama Shirt,Elf Ears,Wizard Visor,Polygon Cap,Fluffy Pillow,Bedtime Milk,NaN,NaN
616,0x976e254b387675ddd1b8cf4d6ca2492ba203ed91,58988,440000000000000000000,0xdf0692e287a763e5c011cc96ee402994c6dd246e,1617189725,518,maDAI,125,2891,144,532,RAREGOTHCI,25000000000000000000,78,17,99,77,87,10,138,18,0,94,20,20,0,0,False,Snapshot Shirt,Aave Hero Mask,NaN,Sweatband,Aave Plush,Aave Plush,NaN,NaN
617,0x969de568df4cec02e682acf75d7ed9f048de3aba,58947,400000000000000000000,0x87cfdc4bfae569088bc1bcc0dd3c19f53da54193,1617189287,509,maLINK,960,8805,175,555,Best Lucky,1000000000000000000,18,87,86,17,91,76,56,55,57,59,58,148,0,0,False,Aagent Shirt,Aagent Headset,Aagent Shades,Aagent Fedora Hat,Aagent Pistol,Royal Scepter,NaN,NaN
618,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,58819,384990000000000000000,0x74d7e9eff4dda7571094631673f50e9fc2cd5471,1617188719,485,maTUSD,750,3811,143,485,TRUE AMERICAN,25100000000000000000,94,76,93,45,35,98,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
619,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,58981,380000000000000000000,0x32ab5272aa86ea822aad422e587dde0e1b5c8a3d,1617188699,445,maDAI,690,9619,107,445,Kinship 74,0,88,59,94,72,39,66,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620,0x436bb9e1f02c9ca7164afb5753c03c071430216d,58680,599000000000000000000,0x9aef36b26eeb139f5ab5fff76b5a0f2c273474b9,1617186921,512,maTUSD,785,9746,168,532,NFT,26000000000000000000,2,1,94,71,47,5,19,18,117,59,20,41,152,0,False,Aave Hero Shirt,Aave Hero Mask,Cool shades,Aagent Fedora Hat,Aave Plush,Trezor Wallet,Uncommon Rofl,NaN
621,0xb53cf0a586973ab15c0a045990d06b4fa083dd5a,58784,424000000000000000000,0x55fcf6b665c5d5c53367b60f651a03739dfa7501,1617183267,484,maUSDT,820,6933,260,494,Ficux,30614260,76,78,64,82,98,80,135,0,0,60,134,130,0,0,False,Polygon Shirt,NaN,NaN,Common Wizard Hat,L2 Sign,Fireball,NaN,NaN
622,0x7fab31275e37a4b1b69c06cf65fc09c235137641,51843,711000000000000000000,0x3540f28a9ea3615130bf39fc45502444e3672985,1617173874,492,maUSDT,65,5099,79,492,March,25087583,51,77,99,97,8,71,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623,0x7ed409f3016b5b4d9adb0ecd41e1206a84833eac,58541,445000000000000000000,0x96ff8349f8e24ffd48c5252e2dc5fbff2c1c31fc,1617171175,501,maUSDC,85,2215,89,505,Fresh Prince,26000000,80,98,97,89,54,77,0,0,0,0,130,130,0,0,False,NaN,NaN,NaN,NaN,Fireball,Fireball,NaN,NaN
624,0x0628c084f4b72c1297e96c7005f309ae89f982a6,58857,700000000000000000000,0xb8771d0972c4610d7ff20bb99b8098b42dc91533,1617169081,521,maUSDT,350,5084,240,576,Get Low,25000000,19,9,86,4,5,29,114,146,117,4,120,110,151,0,False,Red Hawaiian Shirt,Imperial Moustache,Cool shades,Snow Camo Hat,Martini,Jamaican Flag,Common Rofl,NaN
625,0x9ff84b91998df96a6587db8dde8d4e47518107d6,58782,3000000000000000000000,0xb701b6ad8c04087e5994f3b282c7757924326615,1617144619,545,maDAI,335,4616,216,572,DAI Am Legend,101000000000000000000,20,15,88,99,96,6,114,18,0,0,0,0,0,0,False,Red Hawaiian Shirt,Aave Hero Mask,NaN,NaN,NaN,NaN,NaN,NaN
626,0xba12fda058a14eb03c14613601c3a30d6f955196,54463,500000000000000000000,0x56f6bf6b793713c050fd02147a45b563bb4d8efa,1617142965,506,maUNI,140,9170,216,522,Momo #5,1086956521739130425,2,24,-1,52,12,89,109,146,0,108,137,123,0,0,False,Rasta Shirt,Imperial Moustache,NaN,Rasta Hat,Vote Sign,Apple Juice,NaN,NaN
627,0xda057a4149f5a03e7fdcfe92273a59db22b147aa,57659,400000000000000000000,0x9346c01def77c612b1c8e1ccf5ac6e15fe4c17e4,1617142895,489,maAAVE,225,9281,165,489,AAVE-gotchi,80351033557819908,99,89,31,10,28,67,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
628,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,58719,375000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1617142574,462,maTUSD,750,8045,145,462,CHEAPEST MYHTICAL EYES,25516495663466780889,78,10,29,52,68,99,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,58641,2900000000000000000000,0x3c803a58e42d5e78475b185dc9b055df16e86c6e,1617141202,535,maYFI,340,7893,264,567,Andre  Cronje,10000000000000000,83,32,95,99,89,96,112,0,66,111,64,123,0,0,False,Hazmat Suit,NaN,Wizard Visor,Hazmat Hood,Common Wizard Staff,Apple Juice,NaN,NaN
630,0x583047d6f20fc804f38f25bc25c1f7cdb04956f4,58614,649000000000000000000,0xba90930afce3a234dc1e67119eed5e322039b283,1617134908,505,maDAI,175,9295,145,545,SoulBlue,25000000000000000000,99,99,66,26,31,5,28,0,117,24,121,158,0,0,False,Marc Outfit,NaN,Cool shades,Thaave Helmet,Wine,Lil Pump Drank,NaN,NaN
631,0x1724e533732edde9e72c54820e8e95d54d3145e5,58185,370000000000000000000,0x6519e6117480d140cd7d33163ac30fd01812f34a,1617131842,480,maTUSD,505,8556,142,480,Sanercito,25000000000000000000,73,76,61,2,69,98,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632,0x4144cf3f027c985830c5a142a26ccca080265f08,58637,675000000000000000000,0x55a1438b4b666c4359909ac902c41be09c3b821a,1617127764,524,maDAI,220,6637,218,548,Help,25000000000000000000,85,2,17,98,5,62,138,140,0,139,137,92,0,0,False,Snapshot Shirt,Elf Ears,NaN,Snapshot Cap,Vote Sign,Bedtime Milk,NaN,NaN
633,0x4144cf3f027c985830c5a142a26ccca080265f08,58630,433000000000000000000,0x1c445fd1b9d55ce6919348e3d57d484e549a69d8,1617127600,503,maAAVE,100,4273,129,503,OVERLORD,100000000000000000,97,39,1,77,75,90,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634,0x99c9baaece1f0e6fe69e93c79f80e1c8c4d54668,57457,700000000000000000000,0x22933d115c644f56b1987d56abd381251eee7bd2,1617124706,517,maAAVE,30,9719,131,529,! AAVEGOTCHI !,90000000000000000,92,98,57,89,90,85,22,0,0,21,0,23,0,0,False,Captain Aave Suit,NaN,NaN,Captain Aave Mask,NaN,Captain Aave Shield,NaN,NaN
635,0x92db5dcbf375fa203c9cb60f095c5800d59f0a3e,58335,450000000000000000000,0xb02dc63b4e234e1abc36ead88df610d67f4920dd,1617123139,509,maUSDC,735,3121,166,515,Musk-eteer,26000000,84,95,56,98,71,99,2,0,0,1,3,0,0,0,False,Camo Pants,NaN,NaN,Camo Hat,MK2 Grenade,NaN,NaN,NaN
636,0x94046b4000fefc937f9ae219e2d92bf44a36393e,58441,933000000000000000000,0x41603879b16897f7ef0b87327e3fadf8e36641ae,1617122781,530,maUSDC,200,3959,184,538,GH$Tface Killah,100000000,10,87,10,97,75,87,0,0,0,7,0,0,0,0,False,NaN,NaN,NaN,Marine Cap,NaN,NaN,NaN,NaN
637,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,58496,366990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617122487,469,maAAVE,710,1376,53,469,Eat Me,0,98,49,29,96,83,66,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
638,0x071d217637b6322a7faac6895a9eb00e529d3424,53387,600000000000000000000,0xceec48581b3145a575508719f45da07dc57fa7ce,1617122109,515,maWETH,790,345,213,549,@ParisHilton,30000000000000000,95,76,10,99,71,20,132,140,66,142,116,116,0,0,False,Dragon Wings,Elf Ears,Wizard Visor,Princess Tiara,Coconut,Coconut,NaN,NaN
639,0x071d217637b6322a7faac6895a9eb00e529d3424,58426,497990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617121859,516,maUSDT,790,8157,196,536,@LuchoPoletti,25000000,89,8,76,97,79,21,138,0,66,139,137,96,0,0,False,Snapshot Shirt,NaN,Wizard Visor,Snapshot Cap,Vote Sign,Water bottle,NaN,NaN
640,0x74d7e9eff4dda7571094631673f50e9fc2cd5471,58563,350000000000000000000,0xf00184036045c6fe6ff3422314d703215925f5c1,1617121831,485,maTUSD,750,3811,143,485,TRUE AMERICAN,25100000000000000000,94,76,93,45,35,98,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
641,0x4a13e413949600dc7e5d6beda10c1dc42d93d633,58565,440000000000000000000,0x92db5dcbf375fa203c9cb60f095c5800d59f0a3e,1617121779,503,maAAVE,100,4273,129,503,OVERLORD,100000000000000000,97,39,1,77,75,90,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
642,0x6c2e73d510d9df0b154bb8a0abca71d2ceb27883,22529,500000000000000000000,0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,1617121751,508,maLINK,0,2686,48,542,Satoshino,1010000000000000000,80,94,8,62,90,85,46,0,0,45,44,89,0,0,False,Halfrekt Shirt,NaN,NaN,Ape Mask,DAO Egg,Pickaxe,NaN,NaN
643,0xc0afef712a1341ca78da145b2afad346e8c3574f,58547,8180000000000000000000,0x55fcf6b665c5d5c53367b60f651a03739dfa7501,1617121007,552,maWETH,715,6932,117,669,Grimes,84360422765762914,96,90,85,98,95,82,50,55,159,62,65,103,154,0,False,GldnXross Robe,Aagent Headset,Lil Pump Shades,Mythical Wizard Hat,Legendary Wizard Staff,Witchy Wand,Legendary Rofl,NaN
644,0xc0afef712a1341ca78da145b2afad346e8c3574f,58014,400000000000000000000,0x7c6282a8a538cd6787c0a31e4da4071bb26c628f,1617120745,476,maUSDC,710,1568,92,492,TRIPLE POINT ASSET,30000000,56,98,49,16,99,84,68,0,66,80,123,64,0,0,False,Farmer Jeans,NaN,Wizard Visor,Sushi Bandana,Apple Juice,Common Wizard Staff,NaN,NaN
645,0x3b8bc31c46af259fe3a69c39c2ab55de56676d36,58512,850000000000000000000,0x1c445fd1b9d55ce6919348e3d57d484e549a69d8,1617120725,526,maAAVE,290,9487,220,538,Crypto Gaming Germany,322836734022170346,27,91,100,92,75,90,91,146,117,147,148,141,151,0,False,Pajama Shirt,Imperial Moustache,Cool shades,Tiny Crown,Royal Scepter,Gemstone Ring,Common Rofl,NaN
646,0xa9984bb9251d03781677ad543729374a6eb72d41,58492,483990000000000000000,0x94046b4000fefc937f9ae219e2d92bf44a36393e,1617118922,515,maUSDT,155,9423,166,515,Maquis,25000000,84,84,92,99,17,68,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
647,0xd68be4e9857be05ffbe92afea69633e68772a25e,58309,2999000000000000000000,0x42b0b379d254f6a05c0aa9152199213bfb967b28,1617116066,536,maLINK,570,3329,63,614,CELL,4010000000000000000,89,67,96,84,97,2,125,55,159,61,65,118,0,0,False,Track Suit,Aagent Headset,Lil Pump Shades,Legendary Wizard Hat,Legendary Wizard Staff,Water Jug,NaN,NaN
648,0xd757f002d43dcb8db9a4e43a8350aa8cccdc4e4f,58475,585000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1617115276,517,maWETH,730,6671,175,549,new set 2,17322202372354897,30,90,81,22,97,97,56,0,0,59,148,148,0,0,False,Aagent Shirt,NaN,NaN,Aagent Fedora Hat,Royal Scepter,Royal Scepter,NaN,NaN
649,0x94046b4000fefc937f9ae219e2d92bf44a36393e,58455,365000000000000000000,0xae4e989fbd5898c82adfd282cb1c9ba016a7b5ee,1617112864,469,maAAVE,710,1376,53,469,Eat Me,0,98,49,29,96,83,66,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
650,0xae4e989fbd5898c82adfd282cb1c9ba016a7b5ee,58448,400000000000000000000,0x9c996920777a695f04df15b49bb81f442ac75df5,1617110184,469,maAAVE,710,1376,53,469,Eat Me,0,98,49,29,96,83,66,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651,0x94046b4000fefc937f9ae219e2d92bf44a36393e,58411,455000000000000000000,0x67fdbb7326a6de4194b1dfee2e1e212952f0092b,1617108152,516,maUSDT,790,8157,196,536,@LuchoPoletti,25000000,89,8,76,97,79,21,138,0,66,139,137,96,0,0,False,Snapshot Shirt,NaN,Wizard Visor,Snapshot Cap,Vote Sign,Water bottle,NaN,NaN
652,0x94046b4000fefc937f9ae219e2d92bf44a36393e,58363,399000000000000000000,0x32ab5272aa86ea822aad422e587dde0e1b5c8a3d,1617105979,494,maAAVE,305,3928,227,516,Ludwig van Beethoven,80000000000000000,5,99,90,65,23,64,81,146,0,59,76,69,0,0,False,Sushi Coat,Imperial Moustache,NaN,Aagent Fedora Hat,Big GHST Token,Pitchfork,NaN,NaN
653,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,58316,1899000000000000000000,0xb9e579f1c62a3ad26533e8bd3e7967348ac501c3,1617099579,541,maLINK,270,5154,266,626,BELOW,4020000000000000000,1,8,81,83,2,14,31,18,117,30,148,32,40,0,False,Jordan Suit,Aave Hero Mask,Cool shades,Jordan Hair,Royal Scepter,Aave Flag,Foxy Tail,NaN
654,0x679a5f7626d27d140a273759c4ebc13b6719eaf9,57437,1457000000000000000000,0xffcd4e54ada433f28acdd933c39bf80c5e2be5d9,1617091800,530,maWETH,1195,2774,190,596,-3 IQ Degen,68634179821551100,81,90,96,12,20,91,46,18,117,45,29,47,153,0,False,Halfrekt Shirt,Aave Hero Mask,Cool shades,Ape Mask,REKT Sign,Waifu Pillow,Rare Rofl,NaN
655,0x32ab5272aa86ea822aad422e587dde0e1b5c8a3d,57920,499000000000000000000,0x6519e6117480d140cd7d33163ac30fd01812f34a,1617090464,508,maLINK,200,8557,322,526,KINSHIP IT,1010000000000000000,63,8,97,75,90,86,138,18,0,139,137,20,0,0,False,Snapshot Shirt,Aave Hero Mask,NaN,Snapshot Cap,Vote Sign,Aave Plush,NaN,NaN
